排名,分类,书名,周点击,作者,更新时间,等级,链接,性质,总点击,月点击,周点击,总推荐,月推荐,周推荐,字数
150,古典仙侠,魔仙引,7212,自由女神是我妹,2014-08-19 20:32,No Level,http://www.qidian.com/Book/3260488.aspx,公众作品,31885,31885,8738,4634,4634,4634,81489
151,小说同人,哈利波特之异世大法师,7072,暗影幽瞳,2014-08-20 19:16,No Level,http://www.qidian.com/Book/2974481.aspx,公众作品,755741,56562,7166,29167,29167,29167,461601
152,两宋元明,穿越明末当土豪,7064,武昌鱼,2014-08-20 16:53,No Level,http://www.qidian.com/Book/3217369.aspx,公众作品,53732,41136,4597,2400,2400,2400,168961
153,都市生活,万能场景转换器,6982,赵凰萌猎,2014-08-20 16:54,No Level,http://www.qidian.com/Book/3237161.aspx,公众作品,25173,24524,6672,1386,1386,1386,166940
154,游戏异界,超级军功系统,6929,大肚果果,2014-08-20 15:01,No Level,http://www.qidian.com/Book/3220709.aspx,         VIP作品 ,249287,199017,14618,5382,5382,5382,317341
155,游戏异界,武装炼金,6905,骑猪的胖子,2014-08-20 17:03, 作家等级：LV2 ,http://www.qidian.com/Book/3210831.aspx,         VIP作品 ,169331,97978,9598,6583,6583,6583,442497
156,清史民国,重生帝国崛起,6898,末日游侠,2014-08-20 19:16, 作家等级：LV1 ,http://www.qidian.com/Book/3217231.aspx,公众作品,194517,132777,13771,4871,4871,4871,318088
157,异术超能,重生之神级败家子,6836,辰机唐红豆,2014-08-20 18:02,No Level,http://www.qidian.com/Book/3088498.aspx,         VIP作品 ,5753863,628308,59829,765745,765745,765745,1509130
158,异术超能,都市藏真,6805,疯神狂想,2014-08-20 00:03, 作家等级：LV2 ,http://www.qidian.com/Book/3100088.aspx,         VIP作品 ,1164801,146591,11730,100536,100536,100536,1964964
159,异界大陆,         斗罗大陆II绝世唐门 ,6797,唐家三少,2014-08-20 17:01, 作家等级：LV8 ,http://www.qidian.com/Book/2517792.aspx,         VIP作品 ,27705988,545715,60801,3287722,3287722,3287722,4449291
160,都市生活,土豪美利坚,6768,五陵狗熊,2014-08-20 14:30,No Level,http://www.qidian.com/Book/3203667.aspx,公众作品,112319,63193,7639,3287,3287,3287,275002
161,超级科技,虚拟帝国之父,6633,木恒,2014-08-20 14:24,No Level,http://www.qidian.com/Book/3188570.aspx,公众作品,59679,30298,5149,18224,18224,18224,399155
162,时空穿梭,漫威里的黑光杀手,6584,文县令,2014-08-20 18:53,No Level,http://www.qidian.com/Book/3248631.aspx,公众作品,30774,30395,6164,993,993,993,62990
163,时空穿梭,超时空战兵,6548,骑猪砍树,2014-08-20 11:25,No Level,http://www.qidian.com/Book/3224748.aspx,公众作品,59923,39768,10331,1561,1561,1561,299961
164,时空穿梭,死神代理者,6455,稷下学宫,2014-08-20 18:47,No Level,http://www.qidian.com/Book/3233500.aspx,公众作品,58791,54816,13756,1570,1570,1570,187168
165,娱乐明星,请回答二零一四,6438,回锅豆腐,2014-08-20 13:58,No Level,http://www.qidian.com/Book/3242004.aspx,公众作品,17785,15533,5752,3529,3529,3529,102567
166,官场沉浮,官道无疆,6428,瑞根,2014-08-19 23:42, 作家等级：LV6 ,http://www.qidian.com/Book/2271393.aspx,         VIP作品 ,6227314,107904,15362,1010771,1010771,1010771,5927800
167,异术超能,宅师,6401,烛,2014-08-20 12:04, 作家等级：LV5 ,http://www.qidian.com/Book/3096677.aspx,         VIP作品 ,1123725,55703,7824,146344,146344,146344,1533745
168,都市生活,大豪门,6390,不信天上掉馅饼,2014-08-20 09:29, 作家等级：LV6 ,http://www.qidian.com/Book/3033094.aspx,         VIP作品 ,3466830,78193,10050,436004,436004,436004,1876343
169,商战风云,科技霸业,6270,牛贝塔,2014-08-20 00:38,No Level,http://www.qidian.com/Book/3222011.aspx,         VIP作品 ,192885,132028,10259,12937,12937,12937,233545
170,异术超能,超级邪恶系统,6230,惊涛骇浪,2014-08-20 12:08, 作家等级：LV2 ,http://www.qidian.com/Book/3218254.aspx,公众作品,108572,53916,7116,3572,3572,3572,315814
171,小说同人,那无限的世界,6181, baka梦云 ,2014-08-20 09:11,No Level,http://www.qidian.com/Book/2887217.aspx,公众作品,639866,27451,5115,25383,25383,25383,864441
172,乡土小说,霸道修真农民,6123,半路出家人,2014-08-20 15:54,No Level,http://www.qidian.com/Book/3187779.aspx,         VIP作品 ,481944,103641,12352,14075,14075,14075,436529
173,异术超能,都市虫皇,6074,梦狂风,2014-08-19 21:46, 作家等级：LV2 ,http://www.qidian.com/Book/3092575.aspx,         VIP作品 ,840182,21882,3514,54530,54530,54530,1165972
174,都市生活,怪厨,6050,田十,2014-08-19 22:58, 作家等级：LV3 ,http://www.qidian.com/Book/2404898.aspx,         VIP作品 ,1540191,20850,3480,115253,115253,115253,2875193
175,古典仙侠,择妖,6044,陈重,2014-08-19 21:40, 作家等级：LV2 ,http://www.qidian.com/Book/3198245.aspx,公众作品,66186,19287,2337,4977,4977,4977,212274
176,动漫同人,口袋妖怪之逆袭,5936,裂壳的鸡蛋,2014-08-20 17:44,No Level,http://www.qidian.com/Book/2582673.aspx,公众作品,540744,24552,5856,30805,30805,30805,722474
177,奇幻修真,三界血歌,5904,血红,2014-08-20 14:26, 作家等级：LV7 ,http://www.qidian.com/Book/3094349.aspx,         VIP作品 ,2352457,78759,10997,597982,597982,597982,1860160
178,进化变异,穿越拦截者,5873,行道迟迟,2014-08-20 12:59, 作家等级：LV1 ,http://www.qidian.com/Book/3228393.aspx,公众作品,41616,34571,5123,804,804,804,267712
179,西方奇幻,天降魔法师,5848,境界之外,2014-08-20 17:42,No Level,http://www.qidian.com/Book/3133055.aspx,公众作品,101156,18694,13121,5892,5892,5892,253443
180,东方玄幻,武极天下,5821,蚕茧里的牛,2014-08-19 22:53, 作家等级：LV5 ,http://www.qidian.com/Book/2470949.aspx,         VIP作品 ,7263236,161370,17838,451003,451003,451003,4591834
181,时空穿梭,超级英雄孙悟空,5721,胡作非为的胖子,2014-08-20 12:13,No Level,http://www.qidian.com/Book/3253136.aspx,公众作品,23994,23994,11358,576,576,576,119486
182,东方玄幻,大画圣,5720, 大鸟121 ,2014-08-20 18:19,No Level,http://www.qidian.com/Book/3198321.aspx,公众作品,61164,52142,12763,837,837,837,231585
183,秦汉三国,汉雄,5704, 千年龙王l ,2014-08-20 13:45,No Level,http://www.qidian.com/Book/3217728.aspx,公众作品,89386,50049,7219,3518,3518,3518,333087
184,历史传记,越战的血,5639,远征士兵,2014-08-20 01:00, 作家等级：LV2 ,http://www.qidian.com/Book/2826791.aspx,         VIP作品 ,991349,21120,3546,127089,127089,127089,2153147
185,两宋元明,宰辅,5612,尹三问,2014-08-19 23:57, 作家等级：LV2 ,http://www.qidian.com/Book/3230852.aspx,公众作品,41741,30419,8068,2609,2609,2609,150364
186,乡土小说,桃源美利坚,5600,花折流苏,2014-08-19 20:47, 作家等级：LV1 ,http://www.qidian.com/Book/3235836.aspx,公众作品,24631,20202,8088,491,491,491,72524
187,都市生活,翡翠空间,5594,刘家十四少,2014-08-20 09:17, 作家等级：LV1 ,http://www.qidian.com/Book/3206947.aspx,         VIP作品 ,456212,263418,17157,9532,9532,9532,782916
188,动漫同人,火影之大科学家,5567,前兆领袖,2014-08-20 18:44,No Level,http://www.qidian.com/Book/2989896.aspx,公众作品,248338,34025,5107,4222,4222,4222,182590
189,异术超能,玩宝,5543,冬雪晚晴,2014-08-20 14:26, 作家等级：LV3 ,http://www.qidian.com/Book/3257009.aspx,公众作品,26691,26691,9156,1003,1003,1003,75186
190,娱乐明星,重生之神级学霸,5538,三胖,2014-08-20 18:42,No Level,http://www.qidian.com/Book/3187367.aspx,         VIP作品 ,703631,219450,11787,47264,47264,47264,484109
191,异术超能,我体内有本山海经,5534,暴力快递员,2014-08-20 06:17, 作家等级：LV2 ,http://www.qidian.com/Book/3101966.aspx,         VIP作品 ,517601,43202,20071,21032,21032,21032,789167
192,都市生活,御宝天师,5528, 步行天下(书坊) ,2014-08-04 00:00,No Level,http://www.qidian.com/Book/3149557.aspx,         VIP作品 ,201534,38638,8409,1991,1991,1991,6028915
193,动漫同人,家事部的告白,5508,复调之声,2014-08-19 23:41,No Level,http://www.qidian.com/Book/3231124.aspx,公众作品,11385,11109,2230,1775,1775,1775,86679
194,娱乐明星,韩娱之作家,5505,半只烟头,2014-08-20 07:06,No Level,http://www.qidian.com/Book/3236264.aspx,公众作品,28008,24515,4829,1310,1310,1310,103609
195,东方玄幻,儒术,5481,端木赐,2014-08-20 18:13,No Level,http://www.qidian.com/Book/3200554.aspx,         VIP作品 ,371859,93884,6078,21882,21882,21882,457001
196,古典仙侠,大泼猴,5474,甲鱼不是龟,2014-08-20 10:49,No Level,http://www.qidian.com/Book/3135391.aspx,         VIP作品 ,463653,59286,6418,25646,25646,25646,630710
197,都市生活,美利坚幸福人生,5462,橘子梨子,2014-08-20 15:14,No Level,http://www.qidian.com/Book/3198142.aspx,         VIP作品 ,219552,122769,9304,7718,7718,7718,249392
198,奇幻修真,三修奇仙,5455,泛东流,2014-08-17 19:18, 作家等级：LV4 ,http://www.qidian.com/Book/3207831.aspx,         VIP作品 ,1158301,183598,11563,74412,74412,74412,291751
199,超级科技,天外寄生,5451,迷路的鱼,2014-08-20 14:39, 作家等级：LV1 ,http://www.qidian.com/Book/3193285.aspx,         VIP作品 ,367202,156669,7756,44783,44783,44783,395093
200,清史民国,钢铁时代,5435,十年残梦,2014-08-20 11:56, 作家等级：LV2 ,http://www.qidian.com/Book/3240994.aspx,公众作品,41652,39621,5601,1464,1464,1464,138585
201,时空穿梭,漫威世界里的赛亚人,5435,逍遥龙剑魂,2014-08-20 05:30,No Level,http://www.qidian.com/Book/3265572.aspx,公众作品,11500,11500,8923,266,266,266,26659
202,娱乐明星,文艺时代,5414,睡觉会变白,2014-08-20 17:46,No Level,http://www.qidian.com/Book/3216442.aspx,         VIP作品 ,212834,143774,8294,29921,29921,29921,258956
203,架空历史,元首的愤怒,5392,落爷孤独,2014-08-20 18:36, 作家等级：LV2 ,http://www.qidian.com/Book/3242089.aspx,公众作品,44510,43492,8346,954,954,954,113637
204,洪荒封神,洪荒世界道,5379,寒梅大大,2014-08-20 18:25,No Level,http://www.qidian.com/Book/3217659.aspx,公众作品,143847,84575,13302,5091,5091,5091,314557
205,奇幻修真,无量真仙,5340, EK巧克力 ,2014-08-20 18:12, 作家等级：LV5 ,http://www.qidian.com/Book/3079631.aspx,         VIP作品 ,5872780,360616,51918,464132,464132,464132,1840370
206,异界大陆,限制级领主,5304,善水,2014-08-20 08:56, 作家等级：LV2 ,http://www.qidian.com/Book/3260223.aspx,公众作品,5959,5959,3384,1587,1587,1587,52210
207,传统武侠,笑傲左冷禅,5290,不老年华,2014-08-20 08:39, 作家等级：LV1 ,http://www.qidian.com/Book/3165362.aspx,         VIP作品 ,369717,182479,16020,9703,9703,9703,542668
208,动漫同人,某不科学的绅士养成手册,5276,战争主宰,2014-08-20 15:36,No Level,http://www.qidian.com/Book/3181381.aspx,公众作品,76860,24399,3937,4087,4087,4087,279201
209,奇幻修真,大道独行,5255,雾外江山,2014-08-19 17:36, 作家等级：LV5 ,http://www.qidian.com/Book/2641978.aspx,         VIP作品 ,4274682,132081,10841,446856,446856,446856,3294149
210,异术超能,都市之极品玩家,5240,蛐蛐不是蝈蝈,2014-08-20 19:02,No Level,http://www.qidian.com/Book/3184912.aspx,         VIP作品 ,246323,171623,12363,4393,4393,4393,413471
211,虚拟网游,重生之超级战神,5223,高手,2014-08-20 10:02,No Level,http://www.qidian.com/Book/3199605.aspx,         VIP作品 ,394915,183874,12047,28357,28357,28357,465857
212,动漫同人,龙珠之赛亚人本能,5204,漠高枯,2014-08-20 14:49,No Level,http://www.qidian.com/Book/3084863.aspx,公众作品,207298,30173,4893,9744,9744,9744,337550
213,古典仙侠,混在天庭里的日子,5176,彬哥邀我撸,2014-08-19 22:01,No Level,http://www.qidian.com/Book/3223511.aspx,公众作品,65777,65215,5950,904,904,904,178480
214,东方玄幻,造化之王,5172,猪三不,2014-08-20 15:35, 作家等级：LV4 ,http://www.qidian.com/Book/3200489.aspx,         VIP作品 ,466524,125910,7647,33203,33203,33203,430043
215,未来世界,随身带着星际争霸,5151, 暴兵对A ,2014-08-20 08:08,No Level,http://www.qidian.com/Book/3185575.aspx,         VIP作品 ,352304,118752,7482,22359,22359,22359,442082
216,异术超能,都市之兽王,5128,西方蜘蛛,2014-08-20 17:02, 作家等级：LV4 ,http://www.qidian.com/Book/3198578.aspx,         VIP作品 ,317879,143035,10276,12522,12522,12522,450767
217,异术超能,美女教育系统,5102,一千苏,2014-08-20 00:29,No Level,http://www.qidian.com/Book/3222318.aspx,公众作品,44098,40813,7635,1250,1250,1250,224752
218,西方奇幻,我就是巫师,5086,茶杯垫,2014-08-19 22:26,No Level,http://www.qidian.com/Book/3243105.aspx,公众作品,28058,26609,8141,1838,1838,1838,120984
219,传统武侠,穿越之主角系统,5081,逆水之叶,2014-08-20 04:26,No Level,http://www.qidian.com/Book/3096644.aspx,         VIP作品 ,724939,111736,11082,17293,17293,17293,1120765
220,娱乐明星,最强娱乐,5072,笑溪溪,2014-08-20 18:05, 作家等级：LV3 ,http://www.qidian.com/Book/3251998.aspx,公众作品,53492,53492,4783,4839,4839,4839,106816
221,东方玄幻,人皇,5052,十步行,2014-08-20 15:34, 作家等级：LV3 ,http://www.qidian.com/Book/2524770.aspx,         VIP作品 ,2688460,51152,14022,201310,201310,201310,1961482
222,两宋元明,明扬天下,5002,何昊远,2014-08-20 19:05, 作家等级：LV3 ,http://www.qidian.com/Book/3012502.aspx,         VIP作品 ,781327,66258,13127,59757,59757,59757,1581927
223,校园异能,超级宅男系统,4970,四圣银币,2014-08-20 01:56,No Level,http://www.qidian.com/Book/3187445.aspx,公众作品,143971,48259,3511,2315,2315,2315,352099
224,时空穿梭,神级反派,4904,野山黑猪,2014-08-20 19:02, 作家等级：LV2 ,http://www.qidian.com/Book/3174115.aspx,         VIP作品 ,694506,68891,8541,57985,57985,57985,874816
225,篮球运动,传奇后卫,4867,壶轩,2014-08-20 18:57,No Level,http://www.qidian.com/Book/3197401.aspx,公众作品,97558,38430,3724,10566,10566,10566,350178
226,动漫同人,某超赛亚人的世界之旅,4861, 天行健9141 ,2014-08-19 01:02,No Level,http://www.qidian.com/Book/2277075.aspx,公众作品,895172,37842,3431,43912,43912,43912,889571
227,异界大陆,奥术神座,4840,爱潜水的乌贼,2014-08-19 16:54, 作家等级：LV6 ,http://www.qidian.com/Book/2643379.aspx,         VIP作品 ,6282177,55981,9169,1502939,1502939,1502939,3178728
228,异术超能,都市大仙君,4806,沧月傲天,2014-08-20 16:35, 作家等级：LV2 ,http://www.qidian.com/Book/3247946.aspx,公众作品,21454,21297,13659,385,385,385,147919
229,未来世界,希灵帝国,4771,远瞳,2014-07-30 18:15, 作家等级：LV4 ,http://www.qidian.com/Book/1463673.aspx,         VIP作品 ,4742282,31166,4604,682520,682520,682520,7997076
230,游戏异界,超级游戏策划,4771,白菜萝卜丝,2014-08-20 16:50,No Level,http://www.qidian.com/Book/3179815.aspx,公众作品,108449,58731,20055,8681,8681,8681,303033
231,未来世界,神经通天,4760,七重地狱九重殿,2014-08-20 07:40,No Level,http://www.qidian.com/Book/3205711.aspx,公众作品,80908,34160,4013,8914,8914,8914,260455
232,两晋隋唐,新唐,4725,庄不二,2014-08-20 11:03,No Level,http://www.qidian.com/Book/3207815.aspx,公众作品,84127,54903,4345,8373,8373,8373,227158
233,异术超能,宠物系统,4685,烟雨风满西楼,2014-08-20 19:10,No Level,http://www.qidian.com/Book/3236891.aspx,公众作品,44070,43241,7105,972,972,972,206543
234,商战风云,超级农业霸主,4644,贪狼独坐,2014-08-19 23:54, 作家等级：LV3 ,http://www.qidian.com/Book/3207825.aspx,公众作品,67743,29650,9381,4091,4091,4091,193976
235,时空穿梭,异世界的魔王大人,4640,开心小帅,2014-08-20 16:01, 作家等级：LV2 ,http://www.qidian.com/Book/3169809.aspx,         VIP作品 ,324076,31390,4541,37529,37529,37529,639608
236,娱乐明星,韩娱之勋,4621,呓语痴人,2014-08-20 18:24, 作家等级：LV5 ,http://www.qidian.com/Book/3207201.aspx,         VIP作品 ,444142,118659,9732,138368,138368,138368,514266
237,小说同人,斗破之魂族帝师,4614,三角四方圈圈叉,2014-08-19 01:40,No Level,http://www.qidian.com/Book/2876098.aspx,         VIP作品 ,1605316,61494,8281,36376,36376,36376,901683
238,游戏异界,虫族大战暗黑破坏神,4573,狼蛛,2014-08-20 13:46,No Level,http://www.qidian.com/Book/3247582.aspx,公众作品,18726,18680,4365,365,365,365,118379
239,奇幻修真,飞天,4516,跃千愁,2014-08-20 17:04, 作家等级：LV5 ,http://www.qidian.com/Book/2227457.aspx,         VIP作品 ,855212,79834,10710,93972,93972,93972,1225273
240,娱乐明星,重生迷梦,4486,薛定谔的猫,2014-08-19 22:57, 作家等级：LV1 ,http://www.qidian.com/Book/3221018.aspx,公众作品,32015,27667,4702,3197,3197,3197,188306
241,乡土小说,农家仙田,4482,南山隐士,2014-08-19 23:09,No Level,http://www.qidian.com/Book/3198729.aspx,         VIP作品 ,434854,141985,9268,17478,17478,17478,430403
242,都市生活,重生之娱乐风暴,4428,葆星,2014-08-20 13:15, 作家等级：LV2 ,http://www.qidian.com/Book/3131541.aspx,         VIP作品 ,303083,27614,5273,20839,20839,20839,1312362
243,足球运动,翡冷翠的时代,4419, NTR骑士 ,2014-08-20 06:31,No Level,http://www.qidian.com/Book/2644588.aspx,公众作品,767019,17650,2231,138920,138920,138920,1409090
244,架空历史,禽兽不如的穿越女,4403, 从零开始099 ,2014-08-19 22:23,No Level,http://www.qidian.com/Book/3001194.aspx,公众作品,145512,28243,3455,35422,35422,35422,258861
245,秦汉三国,我要做皇帝,4400,要离刺荆轲,2014-08-19 23:31, 作家等级：LV1 ,http://www.qidian.com/Book/3247496.aspx,公众作品,22929,22095,9511,1809,1809,1809,95425
246,东方玄幻,天择,4387,卷土,2014-08-20 17:37, 作家等级：LV6 ,http://www.qidian.com/Book/3013862.aspx,         VIP作品 ,2331713,60398,7369,454470,454470,454470,2219781
247,异术超能,绝品修真者逍遥都市,4363, 雪恋1988 ,2014-08-20 18:02, 作家等级：LV2 ,http://www.qidian.com/Book/3229587.aspx,公众作品,66253,50879,12992,3852,3852,3852,242579
248,时空穿梭,高魔地球,4351,比那茗居团子,2014-08-20 18:17,No Level,http://www.qidian.com/Book/3181491.aspx,         VIP作品 ,199290,91499,8096,6190,6190,6190,231827
